Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTer
2017,2182786,9,1,1,1,1,2345,1,9,1,500,0,,,CT,271.70,1.50,0.04,11181.61,0.022363228,0.047,360
2017,2182786,9,1,1,3,2,1600,3,48,259,159,0,4,,TX,1645.10,1.10,0.04,7629.25,0.04798268,0.043,360
2017,2182786,9,1,1,1,1,1496,1,27,53,600,0,,,MN,345.30,1.70,0.04,7133.35,0.011888909,0.035,360
2017,2182786,9,1,1,1,2,861,1,32,31,795,0,,,NV,153.70,2.30,0.04,4105.49,0.005164136,0.05,360
2017,2182786,9,1,1,3,1,1030,3,13,57,325,0,4,,GA,548.40,2.70,0.04,4911.33,0.015111776,0.047,360
2017,2182786,9,1,1,1,1,6500,1,6,37,2500,0,,,CA,2711.80,2.60,0.04,30993.81,0.012397525,0.048,360
2017,2182786,9,1,1,1,1,2438,3,6,37,118,0,4,,CA,2711.80,2.60,0.04,11625.06,0.09851749,0.048,360
2017,2182786,9,1,1,1,1,1425,1,36,59,1494,0,,,NY,1536.60,1.30,0.04,6794.80,0.004548057,0.047,360
2017,2182786,9,1,1,1,1,568,1,11,1,546,0,,,DC,132.30,2.30,0.04,2708.38,0.004960407,0.061,360
2017,2182786,9,1,1,3,1,3853,1,9,1,584,0,,,CT,271.70,1.50,0.04,18372.18,0.031459209,0.047,360
2017,2182786,9,1,1,1,1,1100,1,36,61,555,0,,,NY,1536.60,1.30,0.04,5245.11,0.009450643,0.047,360
2017,2182786,9,1,1,3,1,1500,1,6,37,372,0,,,CA,2711.80,2.60,0.04,7152.42,0.019226931,0.048,360
2017,2182786,9,1,1,1,2,1100,1,24,41,250,0,,,MD,391.40,1.60,0.04,5245.11,0.020980427,0.041,360
2017,2182786,9,1,1,1,1,1650,4,6,73,600,0,,,CA,2711.80,2.60,0.04,7867.66,0.013112767,0.048,360
2017,2182786,9,1,1,3,2,1793,1,6,85,689,0,,,CA,2711.80,2.60,0.04,8549.52,0.012408598,0.048,360
2017,2182786,9,1,1,1,1,900,4,48,201,1400,0,,,TX,1645.10,1.10,0.04,4291.45,0.003065322,0.043,360
2017,2182786,9,1,1,1,1,1880,1,47,37,530,0,,,TN,341.30,2.10,0.04,8964.36,0.016913895,0.037,360
2017,2182786,9,1,1,1,1,2760,1,6,37,183,0,,,CA,2711.80,2.60,0.04,13160.45,0.071915025,0.048,360
2017,2182786,9,1,1,1,1,1913,1,6,37,1359,0,,,CA,2711.80,2.60,0.04,9121.72,0.006712081,0.048,360
2017,2182786,9,1,1,1,1,1196,1,47,187,129,0,,,TN,341.30,2.10,0.04,5702.86,0.044208229,0.037,360
2017,2182786,9,1,1,1,1,1000,4,36,61,250,0,,,NY,1536.60,1.30,0.04,4768.28,0.019073115,0.047,360
2017,2182786,9,1,1,1,1,1275,4,29,77,510,0,,,MO,310.50,1.60,0.04,6079.56,0.011920697,0.038,360
2017,2182786,9,1,1,1,2,1000,4,6,85,290,0,,,CA,2711.80,2.60,0.04,4768.28,0.016442341,0.048,360
2017,2182786,9,1,1,3,1,631,1,12,21,200,0,,,FL,968.00,2.70,0.04,3008.78,0.01504392,0.042,360
2017,2182786,9,1,1,1,2,5460,3,15,3,546,0,1,,HI,87.30,2.20,0.04,26034.80,0.047682788,0.024,360
2017,2182786,9,1,1,1,1,1590,1,48,113,1141,0,,,TX,1645.10,1.10,0.04,7581.56,0.006644666,0.043,360
2017,2182786,9,1,1,1,2,920,1,53,33,100,0,,,WA,491.70,3.10,0.04,4386.82,0.043868165,0.048,360
2017,2182786,9,1,1,1,1,1500,1,36,61,425,0,,,NY,1536.60,1.30,0.04,7152.42,0.016829219,0.047,360
2017,2182786,9,1,1,1,1,700,4,55,133,34,0,,,WI,319.10,1.50,0.04,3337.80,0.098170447,0.033,360
2017,2182786,9,1,1,3,1,651,1,17,97,300,0,,,IL,815.50,1.40,0.04,3104.15,0.010347165,0.05,360
2017,2182786,9,1,1,1,2,676,1,48,29,250,0,,,TX,1645.10,1.10,0.04,3223.36,0.012893426,0.043,360
2017,2182786,9,1,1,3,1,2500,1,6,59,377,0,,,CA,2711.80,2.60,0.04,11920.70,0.031619886,0.048,360
