Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTer
2017,2182786,9,1,1,1,1,1200,1,12,86,56,0,,,FL,968.00,2.70,0.04,5721.93,0.102177404,0.042,360
2017,2182786,9,1,1,1,1,1499,3,48,113,1020,0,7,,TX,1645.10,1.10,0.04,7147.65,0.0070075,0.043,360
2017,2182786,9,1,1,1,2,908,1,6,97,406,0,,,CA,2711.80,2.60,0.04,4329.60,0.010664032,0.048,360
2017,2182786,9,1,1,3,2,2000,5,6,37,600,0,,,CA,2711.80,2.60,0.04,9536.56,0.015894263,0.048,360
2017,2182786,9,1,1,1,1,880,4,20,15,618,0,,,KS,156.40,1.00,0.04,4196.09,0.006789782,0.036,360
2017,2182786,9,1,1,1,2,1950,5,12,91,979,0,,,FL,968.00,2.70,0.04,9298.14,0.009497593,0.042,360
2017,2182786,9,1,1,3,1,500,1,36,61,495,0,,,NY,1536.60,1.30,0.04,2384.14,0.004816443,0.047,360
2017,2182786,9,1,1,1,1,1372,1,42,3,750,0,,,PA,746.00,1.50,0.04,6542.08,0.008722771,0.049,360
2017,2182786,9,1,1,1,1,700,5,55,133,73,0,,,WI,319.10,1.50,0.04,3337.80,0.045723222,0.033,360
2017,2182786,9,1,1,1,2,1330,4,36,47,516,0,,,NY,1536.60,1.30,0.04,6341.81,0.012290331,0.047,360
2017,2182786,9,1,1,3,1,850,1,25,17,444,0,,,MA,528.00,2.10,0.04,4053.04,0.009128462,0.037,360
2017,2182786,9,1,1,1,1,2438,3,36,103,385,0,7,,NY,1536.60,1.30,0.04,11625.06,0.030194971,0.047,360
2017,2182786,9,1,1,1,2,564,1,12,131,269,0,,,FL,968.00,2.70,0.04,2689.31,0.009997432,0.042,360
2017,2182786,9,1,1,1,1,4080,1,6,81,534,0,,,CA,2711.80,2.60,0.04,19454.58,0.036431793,0.048,360
2017,2182786,9,1,1,3,2,5285,1,9,1,103,0,,,CT,271.70,1.50,0.04,25200.35,0.244663627,0.047,360
2017,2182786,9,1,1,1,2,616,1,26,21,924,0,,,MI,504.90,2.00,0.04,2937.26,0.003178853,0.046,360
2017,2182786,9,1,1,3,1,2160,1,53,53,491,0,,,WA,491.70,3.10,0.04,10299.48,0.020976542,0.048,360
2017,2182786,9,1,1,1,2,1000,1,44,5,857,0,,,RI,59.40,1.60,0.04,4768.28,0.005563919,0.045,360
2017,2182786,9,1,1,3,1,5751,4,6,75,1515,0,,,CA,2711.80,2.60,0.04,27422.37,0.018100575,0.048,360
2017,2182786,9,1,1,1,1,1313,1,12,85,485,0,,,FL,968.00,2.70,0.04,6260.75,0.012908763,0.042,360
2017,2182786,9,1,1,3,1,1780,4,9,1,300,0,,,CT,271.70,1.50,0.04,8487.54,0.028291788,0.047,360
2017,2182786,9,1,1,1,1,2000,4,9,1,1315,0,,,CT,271.70,1.50,0.04,9536.56,0.007252135,0.047,360
2017,2182786,9,1,1,1,1,8000,5,36,61,1000,0,,,NY,1536.60,1.30,0.04,38146.23,0.038146231,0.047,360
2017,2182786,9,1,1,3,1,1840,1,39,35,261,0,,,OH,646.50,1.90,0.04,8773.63,0.033615452,0.05,360
2017,2182786,9,1,1,1,1,2250,4,36,119,2565,0,,,NY,1536.60,1.30,0.04,10728.63,0.004182701,0.047,360
2017,2182786,9,1,1,1,1,625,1,33,1,125,0,,,NH,81.30,2.70,0.04,2980.17,0.023841394,0.027,360
2017,2182786,9,1,1,3,1,2432,1,12,61,191,0,,,FL,968.00,2.70,0.04,11596.45,0.060714419,0.042,360
2017,2182786,9,1,1,1,2,9450,1,36,103,6540,0,,,NY,1536.60,1.30,0.04,45060.23,0.006889944,0.047,360
2017,2182786,9,1,1,3,2,7907,1,8,37,103,0,,,CO,335.00,2.10,0.04,37702.78,0.366046415,0.028,360
2017,2182786,9,1,1,1,1,1020,1,34,25,2107,0,,,NJ,600.20,1.60,0.04,4863.64,0.002308327,0.046,360
2017,2182786,9,1,1,3,2,700,1,44,9,101,0,,,RI,59.40,1.60,0.04,3337.80,0.033047477,0.045,360
2017,2182786,9,1,1,3,1,1273,1,47,187,300,0,,,TN,341.30,2.10,0.04,6070.02,0.020233397,0.037,360
2017,2182786,9,1,1,1,2,1100,1,24,41,500,0,,,MD,391.40,1.60,0.04,5245.11,0.010490213,0.041,360
2017,2182786,9,1,1,1,1,1100,1,37,135,138,0,,,NC,537.00,1.90,0.04,5245.11,0.03800802,0.046,360
2017,2182786,9,1,1,1,1,3900,1,25,9,1555,0,,,MA,528.00,2.10,0.04,18596.29,0.011959027,0.037,360
2017,2182786,9,1,1,1,1,1100,1,12,115,549,0,,,FL,968.00,2.70,0.04,5245.11,0.009553928,0.042,360
2017,2182786,9,1,1,3,2,5640,2,25,7,2287,0,,,MA,528.00,2.10,0.04,26893.09,0.011759114,0.037,360
2017,2182786,9,1,1,3,1,2921,1,6,37,550,0,,,CA,2711.80,2.60,0.04,13928.14,0.025323895,0.048,360
2017,2182786,9,1,1,1,2,770,1,34,17,544,0,,,NJ,600.20,1.60,0.04,3671.57,0.006749218,0.046,360
2017,2182786,9,1,1,3,2,3026,1,8,37,191,0,,,CO,335.00,2.10,0.04,14428.81,0.075543517,0.028,360
2017,2182786,9,1,1,3,1,1940,3,9,1,650,0,4,,CT,271.70,1.50,0.04,9250.46,0.014231478,0.047,360
2017,2182786,9,1,1,3,1,800,1,6,111,28,0,,,CA,2711.80,2.60,0.04,3814.62,0.136236538,0.048,360
2017,2182786,9,1,1,1,2,736,4,25,1,1636,0,,,MA,528.00,2.10,0.04,3509.45,0.002145143,0.037,360
2017,2182786,9,1,1,1,2,10000,4,36,61,1200,0,,,NY,1536.60,1.30,0.04,47682.79,0.039735657,0.047,360
2017,2182786,9,1,1,3,1,901,1,25,17,384,0,,,MA,528.00,2.10,0.04,4296.22,0.011188071,0.037,360
2017,2182786,9,1,1,3,1,831,1,6,37,233,0,,,CA,2711.80,2.60,0.04,3962.44,0.017006179,0.048,360
2017,2182786,9,1,1,3,1,992,1,17,31,281,0,,,IL,815.50,1.40,0.04,4730.13,0.016833212,0.05,360
2017,2182786,9,1,1,3,1,2200,1,6,1,300,0,,,CA,2711.80,2.60,0.04,10490.21,0.034967378,0.048,360
2017,2182786,9,1,1,1,1,1504,1,13,121,463,0,,,GA,548.40,2.70,0.04,7171.49,0.015489182,0.047,360
2017,2182786,9,1,1,1,1,4410,5,41,5,1777,0,,,OR,236.80,2.90,0.04,21028.11,0.011833489,0.041,360
2017,2182786,9,1,1,3,1,582,1,41,51,1684,0,,,OR,236.80,2.90,0.04,2775.14,0.001647944,0.041,360
2017,2182786,9,1,1,3,1,813,1,48,339,391,0,,,TX,1645.10,1.10,0.04,3876.61,0.009914605,0.043,360
2017,2182786,9,1,1,3,1,536,1,44,3,250,0,,,RI,59.40,1.60,0.04,2555.80,0.01022319,0.045,360
2017,2182786,9,1,1,1,1,2780,1,36,47,2115,0,,,NY,1536.60,1.30,0.04,13255.82,0.006267525,0.047,360
2017,2182786,9,1,1,3,1,756,1,11,1,152,0,,,DC,132.30,2.30,0.04,3604.82,0.023715913,0.061,360
2017,2182786,9,1,1,3,1,2818,1,9,1,558,0,,,CT,271.70,1.50,0.04,13437.01,0.024080663,0.047,360
2017,2182786,9,1,1,3,1,1000,1,6,85,422,0,,,CA,2711.80,2.60,0.04,4768.28,0.011299239,0.048,360
2017,2182786,9,1,1,1,1,625,1,48,259,73,0,,,TX,1645.10,1.10,0.04,2980.17,0.040824305,0.043,360
2017,2182786,9,1,1,1,1,2380,1,12,99,4777,0,,,FL,968.00,2.70,0.04,11348.50,0.002375655,0.042,360
2017,2182786,9,1,1,1,1,2000,4,6,73,673,0,,,CA,2711.80,2.60,0.04,9536.56,0.014170219,0.048,360
2017,2182786,9,1,1,1,1,3220,1,36,61,896,0,,,NY,1536.60,1.30,0.04,15353.86,0.017136002,0.047,360
2017,2182786,9,1,1,1,1,776,1,37,119,275,0,,,NC,537.00,1.90,0.04,3700.18,0.013455216,0.046,360
2017,2182786,9,1,1,1,2,2300,1,23,5,700,0,,,ME,61.40,1.70,0.04,10967.04,0.015667202,0.033,360
2017,2182786,9,1,1,3,2,7319,1,56,39,1530,0,,,WY,37.60,-1.10,0.04,34899.03,0.022809825,0.042,360
2017,2182786,9,1,1,1,2,1481,1,36,119,1450,0,,,NY,1536.60,1.30,0.04,7061.82,0.004870221,0.047,360
2017,2182786,9,1,1,3,2,876,1,8,13,517,0,,,CO,335.00,2.10,0.04,4177.01,0.008079327,0.028,360
2017,2182786,9,1,1,1,1,6300,4,12,99,1634,0,,,FL,968.00,2.70,0.04,30040.16,0.018384429,0.042,360
2017,2182786,9,1,1,3,1,872,1,6,111,240,0,,,CA,2711.80,2.60,0.04,4157.94,0.017324746,0.048,360
2017,2182786,9,1,1,3,1,604,5,25,21,162,0,,,MA,528.00,2.10,0.04,2880.04,0.017778027,0.037,360
2017,2182786,9,1,1,1,1,1730,1,6,37,343,0,,,CA,2711.80,2.60,0.04,8249.12,0.024049919,0.048,360
2017,2182786,9,1,1,3,2,1960,1,30,81,725,0,,,MT,46.80,1.00,0.04,9345.83,0.012890795,0.04,360
2017,2182786,9,1,1,1,1,1988,1,11,1,945,0,,,DC,132.30,2.30,0.04,9479.34,0.010031046,0.061,360
2017,2182786,9,1,1,3,2,417,1,41,51,1684,0,,,OR,236.80,2.90,0.04,1988.37,0.001180744,0.041,360
2017,2182786,9,1,1,3,1,1517,1,12,86,1028,0,,,FL,968.00,2.70,0.04,7233.48,0.007036458,0.042,360
2017,2182786,9,1,1,1,2,829,1,45,43,728,0,,,SC,217.80,2.10,0.04,3952.90,0.005429812,0.043,360
2017,2182786,9,1,1,3,1,492,1,44,3,205,0,,,RI,59.40,1.60,0.04,2345.99,0.011443869,0.045,360
2017,2182786,9,1,1,3,1,750,1,36,61,912,0,,,NY,1536.60,1.30,0.04,3576.21,0.003921282,0.047,360
2017,2182786,9,1,1,3,1,786,1,6,37,181,0,,,CA,2711.80,2.60,0.04,3747.87,0.020706448,0.048,360
2017,2182786,9,1,1,3,2,1200,1,12,21,479,0,,,FL,968.00,2.70,0.04,5721.93,0.011945584,0.042,360
2017,2182786,9,1,1,1,1,1400,1,47,165,263,0,,,TN,341.30,2.10,0.04,6675.59,0.025382473,0.037,360
2017,2182786,9,1,1,3,1,2000,1,6,85,420,0,,,CA,2711.80,2.60,0.04,9536.56,0.02270609,0.048,360
2017,2182786,9,1,1,3,2,490,1,41,51,1684,0,,,OR,236.80,2.90,0.04,2336.46,0.001387445,0.041,360
2017,2182786,9,1,1,1,1,1000,1,47,37,183,0,,,TN,341.30,2.10,0.04,4768.28,0.026056168,0.037,360
2017,2182786,9,1,1,3,1,3000,1,9,1,77,0,,,CT,271.70,1.50,0.04,14304.84,0.185777097,0.047,360
2017,2182786,9,1,1,3,2,4225,2,25,19,3704,0,,,MA,528.00,2.10,0.04,20145.98,0.005438979,0.037,360
2017,2182786,9,1,1,1,2,1200,1,12,11,850,0,,,FL,968.00,2.70,0.04,5721.93,0.006731688,0.042,360
2017,2182786,9,1,1,1,1,600,1,8,1,272,0,,,CO,335.00,2.10,0.04,2860.97,0.010518262,0.028,360
2017,2182786,9,1,1,3,1,335,1,1,73,53,0,,,AL,210.90,1.70,0.04,1597.37,0.030139121,0.044,360
2017,2182786,9,1,1,3,2,844,1,6,41,78,0,,,CA,2711.80,2.60,0.04,4024.43,0.051595222,0.048,360
2017,2182786,9,1,1,3,1,14350,1,36,61,1286,0,,,NY,1536.60,1.30,0.04,68424.80,0.053207466,0.047,360
2017,2182786,9,1,1,1,1,800,1,25,23,249,0,,,MA,528.00,2.10,0.04,3814.62,0.015319771,0.037,360
2017,2182786,9,1,1,3,1,718,1,6,59,556,0,,,CA,2711.80,2.60,0.04,3423.62,0.006157597,0.048,360
2017,2182786,9,1,1,3,1,1100,1,6,37,27,0,,,CA,2711.80,2.60,0.04,5245.11,0.194263212,0.048,360
2017,2182786,9,1,1,1,1,1763,1,6,83,373,0,,,CA,2711.80,2.60,0.04,8406.48,0.022537468,0.048,360
2017,2182786,9,1,1,3,1,1939,1,6,81,574,0,,,CA,2711.80,2.60,0.04,9245.69,0.016107478,0.048,360
2017,2182786,9,1,1,1,2,3275,1,45,19,2582,0,,,SC,217.80,2.10,0.04,15616.11,0.006048069,0.043,360
2017,2182786,9,1,1,3,1,668,1,51,510,275,0,,,VA,509.60,1.20,0.04,3185.21,0.011582583,0.038,360
2017,2182786,9,1,1,1,1,2436,1,36,61,512,0,,,NY,1536.60,1.30,0.04,11615.53,0.022686577,0.047,360
2017,2182786,9,1,1,1,1,2360,1,48,201,850,0,,,TX,1645.10,1.10,0.04,11253.14,0.013238986,0.043,360
2017,2182786,9,1,1,1,1,1100,1,53,33,261,0,,,WA,491.70,3.10,0.04,5245.11,0.020096194,0.048,360
2017,2182786,9,1,1,1,2,300,1,6,37,37,0,,,CA,2711.80,2.60,0.04,1430.48,0.03866172,0.048,360
2017,2182786,9,1,1,3,1,3800,1,6,37,425,0,,,CA,2711.80,2.60,0.04,18119.46,0.042634022,0.048,360
2017,2182786,9,1,1,1,1,5010,4,6,73,299,0,,,CA,2711.80,2.60,0.04,23889.08,0.079896578,0.048,360
2017,2182786,9,1,1,1,2,1161,1,1,51,400,0,,,AL,210.90,1.70,0.04,5535.97,0.013839929,0.044,360
2017,2182786,9,1,1,3,1,548,1,17,97,70,0,,,IL,815.50,1.40,0.04,2613.02,0.037328811,0.05,360
2017,2182786,9,1,1,1,2,1794,1,6,59,248,0,,,CA,2711.80,2.60,0.04,8554.29,0.034493114,0.048,360
2017,2182786,9,1,1,1,2,1300,1,6,59,1141,0,,,CA,2711.80,2.60,0.04,6198.76,0.005432745,0.048,360
2017,2182786,9,1,1,3,1,1859,1,6,85,350,0,,,CA,2711.80,2.60,0.04,8864.23,0.025326372,0.048,360
2017,2182786,9,1,1,1,1,3120,5,17,31,125,0,,,IL,815.50,1.40,0.04,14877.03,0.11901624,0.05,360
2017,2182786,9,1,1,3,2,1005,1,6,83,71,0,,,CA,2711.80,2.60,0.04,4792.12,0.067494651,0.048,360
2017,2182786,9,1,1,3,2,1173,1,6,59,58,0,,,CA,2711.80,2.60,0.04,5593.19,0.096434329,0.048,360
2017,2182786,9,1,1,3,2,699,1,13,133,234,0,,,GA,548.40,2.70,0.04,3333.03,0.014243705,0.047,360
2017,2182786,9,1,1,3,1,1431,1,48,201,557,0,,,TX,1645.10,1.10,0.04,6823.41,0.012250282,0.043,360
2017,2182786,9,1,1,3,1,718,1,6,41,138,0,,,CA,2711.80,2.60,0.04,3423.62,0.024808871,0.048,360
2017,2182786,9,1,1,3,1,1913,1,9,1,645,0,,,CT,271.70,1.50,0.04,9121.72,0.014142198,0.047,360
2017,2182786,9,1,1,1,1,1688,4,6,37,323,0,,,CA,2711.80,2.60,0.04,8048.85,0.024919055,0.048,360
2017,2182786,9,1,1,3,1,1875,3,6,53,154,0,1,,CA,2711.80,2.60,0.04,8940.52,0.058055343,0.048,360
2017,2182786,9,1,1,3,1,856,1,48,439,250,0,,,TX,1645.10,1.10,0.04,4081.65,0.016326587,0.043,360
2017,2182786,9,1,1,3,1,625,1,37,81,206,0,,,NC,537.00,1.90,0.04,2980.17,0.014466865,0.046,360
2017,2182786,9,1,1,3,2,1136,1,6,37,517,0,,,CA,2711.80,2.60,0.04,5416.76,0.010477301,0.048,360
2017,2182786,9,1,1,3,1,625,1,12,85,222,0,,,FL,968.00,2.70,0.04,2980.17,0.013424208,0.042,360
2017,2182786,9,1,1,3,1,1294,1,34,35,550,0,,,NJ,600.20,1.60,0.04,6170.15,0.01121846,0.046,360
2017,2182786,9,1,1,3,1,712,1,29,189,412,0,,,MO,310.50,1.60,0.04,3395.01,0.008240327,0.038,360
2017,2182786,9,1,1,1,1,4025,1,12,86,1865,0,,,FL,968.00,2.70,0.04,19192.32,0.010290789,0.042,360
2017,2182786,9,1,1,3,1,660,1,13,121,157,0,,,GA,548.40,2.70,0.04,3147.06,0.020044994,0.047,360
2017,2182786,9,1,1,3,1,1775,1,6,41,315,0,,,CA,2711.80,2.60,0.04,8463.69,0.026868873,0.048,360
2017,2182786,9,1,1,1,1,2310,1,12,86,350,0,,,FL,968.00,2.70,0.04,11014.72,0.03147064,0.042,360
2017,2182786,9,1,1,1,2,1414,1,8,37,914,0,,,CO,335.00,2.10,0.04,6742.35,0.007376746,0.028,360
2017,2182786,9,1,1,1,1,3125,4,42,17,1556,0,,,PA,746.00,1.50,0.04,14900.87,0.009576395,0.049,360
2017,2182786,9,1,1,3,1,2000,1,17,43,60,0,,,IL,815.50,1.40,0.04,9536.56,0.158942628,0.05,360
2017,2182786,9,1,1,1,1,1800,1,25,17,633,0,,,MA,528.00,2.10,0.04,8582.90,0.013559087,0.037,360
2017,2182786,9,1,1,1,1,920,4,12,86,362,0,,,FL,968.00,2.70,0.04,4386.82,0.012118278,0.042,360
2017,2182786,9,1,1,1,1,2625,1,51,59,1161,0,,,VA,509.60,1.20,0.04,12516.73,0.010780992,0.038,360
2017,2182786,9,1,1,1,2,1283,1,8,67,410,0,,,CO,335.00,2.10,0.04,6117.70,0.014921224,0.028,360
2017,2182786,9,1,1,1,2,520,1,39,35,412,0,,,OH,646.50,1.90,0.04,2479.50,0.006018216,0.05,360
2017,2182786,9,1,1,1,2,1175,1,36,103,402,0,,,NY,1536.60,1.30,0.04,5602.73,0.013937133,0.047,360
2017,2182786,9,1,1,3,1,11473,1,12,21,5044,0,,,FL,968.00,2.70,0.04,54706.46,0.010845849,0.042,360
2017,2182786,9,1,1,1,1,4000,4,9,1,3500,0,,,CT,271.70,1.50,0.04,19073.12,0.005449462,0.047,360
2017,2182786,9,1,1,1,1,1450,1,36,47,417,0,,,NY,1536.60,1.30,0.04,6914.00,0.016580346,0.047,360
2017,2182786,9,1,1,3,2,600,2,6,65,109,0,,,CA,2711.80,2.60,0.04,2860.97,0.026247406,0.048,360
2017,2182786,9,1,1,1,1,1300,1,36,119,350,0,,,NY,1536.60,1.30,0.04,6198.76,0.01771075,0.047,360
2017,2182786,9,1,1,3,1,887,1,25,21,505,0,,,MA,528.00,2.10,0.04,4229.46,0.008375175,0.037,360
2017,2182786,9,1,1,3,2,2618,1,25,19,1533,0,,,MA,528.00,2.10,0.04,12483.35,0.008143088,0.037,360
2017,2182786,9,1,1,1,1,1850,1,34,39,4531,0,,,NJ,600.20,1.60,0.04,8821.32,0.001946881,0.046,360
2017,2182786,9,1,1,3,2,900,1,6,37,332,0,,,CA,2711.80,2.60,0.04,4291.45,0.012926057,0.048,360
2017,2182786,9,1,1,1,1,1875,1,48,113,925,0,,,TX,1645.10,1.10,0.04,8940.52,0.00966543,0.043,360
2017,2182786,9,1,1,1,1,533,1,45,13,119,0,,,SC,217.80,2.10,0.04,2541.49,0.021357081,0.043,360
2017,2182786,9,1,1,3,2,1500,3,12,86,450,0,3,,FL,968.00,2.70,0.04,7152.42,0.015894263,0.042,360
2017,2182786,9,1,1,1,1,452,4,45,13,119,0,,,SC,217.80,2.10,0.04,2155.26,0.018111446,0.043,360
2017,2182786,9,1,1,1,1,998,1,48,113,675,0,,,TX,1645.10,1.10,0.04,4758.74,0.007049989,0.043,360
2017,2182786,9,1,1,3,2,372,1,12,131,493,0,,,FL,968.00,2.70,0.04,1773.80,0.003597971,0.042,360
2017,2182786,9,1,1,1,2,867,1,6,37,515,0,,,CA,2711.80,2.60,0.04,4134.10,0.008027374,0.048,360
2017,2182786,9,1,1,3,1,4653,1,53,33,1609,0,,,WA,491.70,3.10,0.04,22186.80,0.013789187,0.048,360
2017,2182786,9,1,1,1,2,1000,1,48,53,387,0,,,TX,1645.10,1.10,0.04,4768.28,0.012321134,0.043,360
2017,2182786,9,1,1,1,1,6338,1,6,85,396,0,,,CA,2711.80,2.60,0.04,30221.35,0.076316544,0.048,360
2017,2182786,9,1,1,1,2,629,4,12,85,758,0,,,FL,968.00,2.70,0.04,2999.25,0.003956791,0.042,360
2017,2182786,9,1,1,1,2,1600,1,8,37,450,0,,,CO,335.00,2.10,0.04,7629.25,0.01695388,0.028,360
2017,2182786,9,1,1,3,1,772,1,18,57,300,0,,,IN,352.30,1.80,0.04,3681.11,0.012270371,0.035,360
2017,2182786,9,1,1,3,2,2500,1,49,35,896,0,,,UT,163.30,2.70,0.04,11920.70,0.013304349,0.032,360
2017,2182786,9,1,1,1,1,3835,1,6,81,664,0,,,CA,2711.80,2.60,0.04,18286.35,0.027539683,0.048,360
2017,2182786,9,1,1,1,1,1575,1,17,31,29,0,,,IL,815.50,1.40,0.04,7510.04,0.258966868,0.05,360
2017,2182786,9,1,1,1,1,1875,1,6,37,323,0,,,CA,2711.80,2.60,0.04,8940.52,0.027679637,0.048,360
2017,2182786,9,1,1,1,1,900,1,29,189,315,0,,,MO,310.50,1.60,0.04,4291.45,0.013623654,0.038,360
2017,2182786,9,1,1,1,1,400,1,55,133,140,0,,,WI,319.10,1.50,0.04,1907.31,0.013623654,0.033,360
2017,2182786,9,1,1,3,1,1074,1,9,1,612,0,,,CT,271.70,1.50,0.04,5121.13,0.008367862,0.047,360
2017,2182786,9,1,1,3,1,1200,1,9,1,4262,0,,,CT,271.70,1.50,0.04,5721.93,0.001342547,0.047,360
2017,2182786,9,1,1,1,2,625,1,51,109,3099,0,,,VA,509.60,1.20,0.04,2980.17,0.000961657,0.038,360
2017,2182786,9,1,1,1,2,1008,1,48,113,775,0,,,TX,1645.10,1.10,0.04,4806.43,0.006201839,0.043,360
2017,2182786,9,1,1,1,1,2520,1,42,17,1555,0,,,PA,746.00,1.50,0.04,12016.06,0.007727371,0.049,360
2017,2182786,9,1,1,1,2,800,1,25,25,630,0,,,MA,528.00,2.10,0.04,3814.62,0.006054957,0.037,360
2017,2182786,9,1,1,3,1,2548,1,12,21,765,0,,,FL,968.00,2.70,0.04,12149.57,0.015881797,0.042,360
2017,2182786,9,1,1,1,1,1100,4,48,439,584,0,,,TX,1645.10,1.10,0.04,5245.11,0.008981347,0.043,360
2017,2182786,9,1,1,1,1,452,1,48,453,275,0,,,TX,1645.10,1.10,0.04,2155.26,0.007837316,0.043,360
2017,2182786,9,1,1,1,1,1950,1,48,453,45,0,,,TX,1645.10,1.10,0.04,9298.14,0.206625416,0.043,360
2017,2182786,9,1,1,1,1,1240,1,12,99,272,0,,,FL,968.00,2.70,0.04,5912.67,0.021737742,0.042,360
2017,2182786,9,1,1,1,1,1032,1,34,35,533,0,,,NJ,600.20,1.60,0.04,4920.86,0.00923239,0.046,360
2017,2182786,9,1,1,1,2,3934,1,8,37,237,0,,,CO,335.00,2.10,0.04,18758.41,0.079149405,0.028,360
2017,2182786,9,1,1,1,1,1528,1,36,47,537,0,,,NY,1536.60,1.30,0.04,7285.93,0.01356784,0.047,360
2017,2182786,9,1,1,1,2,1275,1,36,103,1846,0,,,NY,1536.60,1.30,0.04,6079.56,0.003293367,0.047,360
2017,2182786,9,1,1,1,1,625,1,25,25,105,0,,,MA,528.00,2.10,0.04,2980.17,0.028382612,0.037,360
2017,2182786,9,1,1,1,1,1650,2,34,21,525,0,,,NJ,600.20,1.60,0.04,7867.66,0.014986019,0.046,360
2017,2182786,9,1,1,1,1,2520,1,34,13,678,0,,,NJ,600.20,1.60,0.04,12016.06,0.017722806,0.046,360
2017,2182786,9,1,1,1,2,425,1,12,99,74,0,,,FL,968.00,2.70,0.04,2026.52,0.027385385,0.042,360
2017,2182786,9,1,1,3,1,353,1,13,117,11,0,,,GA,548.40,2.70,0.04,1683.20,0.153018402,0.047,360
2017,2182786,9,1,1,1,1,1074,2,8,35,324,0,,,CO,335.00,2.10,0.04,5121.13,0.015805961,0.028,360
2017,2182786,9,1,1,1,1,431,1,34,3,524,0,,,NJ,600.20,1.60,0.04,2055.13,0.003922,0.046,360
2017,2182786,9,1,1,1,1,750,1,8,67,72,0,,,CO,335.00,2.10,0.04,3576.21,0.049669571,0.028,360
2017,2182786,9,1,1,1,1,2000,1,36,61,70,0,,,NY,1536.60,1.30,0.04,9536.56,0.136236538,0.047,360
2017,2182786,9,1,1,1,2,560,1,6,65,79,0,,,CA,2711.80,2.60,0.04,2670.24,0.033800458,0.048,360
2017,2182786,9,1,1,1,1,1867,1,48,439,223,0,,,TX,1645.10,1.10,0.04,8902.38,0.039920971,0.043,360
2017,2182786,9,1,1,3,1,2000,1,12,99,89,0,,,FL,968.00,2.70,0.04,9536.56,0.107152333,0.042,360
2017,2182786,9,1,1,3,1,1875,1,6,53,401,0,,,CA,2711.80,2.60,0.04,8940.52,0.022295568,0.048,360
2017,2182786,9,1,1,1,1,1100,4,17,31,195,0,,,IL,815.50,1.40,0.04,5245.11,0.026897983,0.05,360
2017,2182786,9,1,1,3,1,735,3,25,21,162,0,5,,MA,528.00,2.10,0.04,3504.68,0.021633858,0.037,360
2017,2182786,9,1,1,3,1,2000,1,13,121,622,0,,,GA,548.40,2.70,0.04,9536.56,0.015332086,0.047,360
2017,2182786,9,1,1,3,1,929,1,48,201,315,0,,,TX,1645.10,1.10,0.04,4429.73,0.014062638,0.043,360
2017,2182786,9,1,1,1,1,1100,1,25,21,400,0,,,MA,528.00,2.10,0.04,5245.11,0.013112767,0.037,360
2017,2182786,9,1,1,1,1,4550,3,36,61,1563,0,1,,NY,1536.60,1.30,0.04,21695.67,0.013880786,0.047,360
2017,2182786,9,1,1,1,1,1600,1,36,61,1480,0,,,NY,1536.60,1.30,0.04,7629.25,0.005154896,0.047,360
2017,2182786,9,1,1,1,2,1100,1,34,9,70,0,,,NJ,600.20,1.60,0.04,5245.11,0.074930096,0.046,360
2017,2182786,9,1,1,3,1,1313,1,25,17,120,0,,,MA,528.00,2.10,0.04,6260.75,0.052172918,0.037,360
2017,2182786,9,1,1,1,1,1300,1,48,453,242,0,,,TX,1645.10,1.10,0.04,6198.76,0.025614721,0.043,360
2017,2182786,9,1,1,1,1,1163,1,6,13,460,0,,,CA,2711.80,2.60,0.04,5545.51,0.012055453,0.048,360
2017,2182786,9,1,1,3,1,3009,2,36,61,1990,0,,,NY,1536.60,1.30,0.04,14347.75,0.007209925,0.047,360
2017,2182786,9,1,1,1,2,1275,4,48,339,70,0,,,TX,1645.10,1.10,0.04,6079.56,0.086850793,0.043,360
2017,2182786,9,1,1,3,1,1008,1,6,81,270,0,,,CA,2711.80,2.60,0.04,4806.43,0.017801574,0.048,360
2017,2182786,9,1,1,1,1,528,1,48,113,1354,0,,,TX,1645.10,1.10,0.04,2517.65,0.001859417,0.043,360
2017,2182786,9,1,1,1,1,625,1,41,5,500,0,,,OR,236.80,2.90,0.04,2980.17,0.005960349,0.041,360
2017,2182786,9,1,1,3,2,581,1,37,189,119,0,,,NC,537.00,1.90,0.04,2770.37,0.02328042,0.046,360
2017,2182786,9,1,1,3,1,1218,1,12,95,729,0,,,FL,968.00,2.70,0.04,5807.76,0.007966754,0.042,360
2017,2182786,9,1,1,1,1,1121,1,9,1,306,0,,,CT,271.70,1.50,0.04,5345.24,0.017468106,0.047,360
2017,2182786,9,1,1,3,2,1300,1,37,125,607,0,,,NC,537.00,1.90,0.04,6198.76,0.010212129,0.046,360
2017,2182786,9,1,1,1,1,820,1,13,121,320,0,,,GA,548.40,2.70,0.04,3909.99,0.012218715,0.047,360
2017,2182786,9,1,1,1,1,1864,1,48,113,785,0,,,TX,1645.10,1.10,0.04,8888.07,0.011322384,0.043,360
2017,2182786,9,1,1,1,1,3705,1,12,99,1450,0,,,FL,968.00,2.70,0.04,17666.47,0.012183775,0.042,360
